FG ID,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,HBP,SF,WAR,ADP,POS,Ottoneu ID,Ottoneu Positions,Name
16535,TEX,89.6045,340.89279999999997,296.83720000000005,63.84554,38.42442,13.11338,0.1097544,12.198,37.28618,38.79502,36.38482,4.793474,2.053622,1.334698,999.0,['C'],19481,C,Danny Jansen
16556,ATL,142.3166,604.815,549.1054,138.0772,90.59783999999999,28.23126,2.011574,17.63646,71.17788,71.50004,45.081360000000004,4.899272,4.62985,1.868418,152.30999755859375,['2B'],18397,2B,Ozzie Albies
16572,SEA,6.1539,17.063259999999996,15.032259999999999,3.045114,2.004774,0.63201,0.0703662,0.337959,1.7240099999999998,1.425084,1.6431060000000002,0.2176152,0.1548648,-0.0031887436,999.0,"['1B', 'OF']",20332,OF,Connor Joe
16578,TBR,145.5754,629.913,559.8274,157.9968,109.5892,28.82398,0.9104644000000001,19.07326,75.4546,73.58305999999999,59.0522,5.7785340000000005,4.306268,2.1243119999999998,138.41000366210938,"['3B', 'DH', '1B']",18517,1B,Yandy Diaz
16622,ARI,14.60388,58.53106,51.00132,11.83692,8.04082,2.149918,0.0388086,1.60738,6.152939999999999,6.097722,5.587374,1.752262,0.1597578,0.12450248,999.0,"['3B', '2B']",20827,2B/3B,Luis Urias
16680,SEA,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00182603,999.0,['C'],21167,C,Brian O'Keefe
16725,CIN,70.32464,264.8424,243.80040000000002,57.2071,40.10362,10.86312,0.28861559999999997,5.951790000000001,25.70652,25.9053,15.91404,1.69604,1.991666,0.6431131999999999,999.0,['C'],20399,C,Jose Trevino
16925,ARI,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004821630000000001,999.0,['C'],23774,C,Aramis Garcia
16930,ATL,30.54162,113.983,104.2852,23.509079999999997,15.816579999999998,4.502286,0.04103472,3.149222,11.40898,12.16192,8.14022,0.31745399999999996,0.737736,0.2782008,999.0,['C'],19360,C,Jonah Heim
16939,KCR,95.92594,401.7558,360.939,85.13342,52.9012,17.9188,1.797476,12.11592,48.33716,45.31270000000001,32.07696,4.325806,3.350766,0.8379426,718.9400024414062,['OF'],21041,OF,Lane Thomas
16947,CHW,32.8782,127.66259999999998,116.5386,26.95954,18.06534,4.894198,1.0035699999999999,3.396456,13.961,12.02008,7.445214,1.300402,1.013794,0.217534,999.0,['OF'],18376,OF,Derek Hill
16953,ATL,14.4444,44.9939,41.7324,8.47845,5.95505,1.68032,0.0257509,0.81733,3.78803,4.1036,2.68548,0.22557599999999997,0.298661,-0.0231069,999.0,['C'],20178,C,Chadwick Tromp
16997,DET,149.045,643.2718,561.7176000000001,145.627,100.50464,26.778219999999997,0.49308719999999995,17.850820000000002,78.60124,70.0057,71.16888,3.960772,5.2851859999999995,2.8653899999999997,249.80999755859375,['2B'],18487,2B,Gleyber Torres
17022,PHI,62.430719999999994,245.276,225.46460000000002,56.029219999999995,36.6961,10.7528,1.7181199999999999,7.262170000000001,29.332559999999997,28.11606,11.44318,5.009174,1.932116,0.7456244000000001,999.0,"['3B', '2B', 'SS']",18890,2B/SS/3B,Edmundo Sosa
17027,SDP,33.146,126.929,115.29400000000001,28.304299999999998,19.8046,6.00505,0.170039,2.32461,13.4645,12.3801,9.69492,0.838559,0.8756639999999999,0.0177276,999.0,['OF'],18408,OF,Alex Verdugo
17040,TEX,2.0,6.000000000000001,6.000000000000001,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.00955536,999.0,['C'],21720,C,Jose Herrera
